req_id,software_ref,requirement,design_ref,code_ref,test_case,status,notes,version
SRS-HELP-028,D03 §8.2,Filament dashboard load time < 3s with caching,D11 §8,app/Filament/Pages/Dashboard.php,tests/Feature/Filament/DashboardPerformanceTest.php,IMPLEMENTED,Redis caching for dashboard metrics,3.2.0
SRS-HELP-029,D03 §8.4,WCAG 2.2 AA accessibility compliance,D12 §3,resources/views/livewire/helpdesk/guest-helpdesk-form.blade.php,tests/e2e/accessibility.comprehensive.spec.ts,IMPLEMENTED,Axe-core 4.11.0 automated testing + manual audit,3.2.0
SRS-HELP-030,D03 §8.4,Keyboard-only navigation support,D12 §3,resources/js/accessibility-enhancements.js,tests/Feature/KeyboardNavigationTest.php,IMPLEMENTED,Skip links + focus management + ARIA landmarks,3.2.0
SRS-HELP-031,D03 §8.4,Bilingual interface (Bahasa Melayu primary / English secondary),D15 §2,resources/lang/ms/helpdesk.php,tests/Feature/LocalizationTest.php,IMPLEMENTED,Laravel localization with auto-detection + cookie persistence,3.2.0
SRS-HELP-032,D03 §8.5,Daily database backup with 30-day retention,D11 §9,scripts/backup-database.sh,tests/Feature/BackupTest.php,IMPLEMENTED,Automated MySQL backup + S3 storage,3.2.0
SRS-HELP-033,D03 §8.5,Attachment backup to secondary storage daily,D11 §9,app/Jobs/BackupAttachmentsJob.php,tests/Feature/Jobs/BackupAttachmentsJobTest.php,IMPLEMENTED,S3 cross-region replication,3.2.0
SRS-HELP-034,D03 §8.5,Disaster recovery testing twice yearly,D11 §9,docs/disaster-recovery-plan.md,tests/Feature/DisasterRecoveryTest.php,IMPLEMENTED,Documented recovery procedures + RTO/RPO targets,3.2.0
SRS-HELP-035,D03 §8.6,Immutable audit logs with 7-year retention,D09 §9,database/migrations/create_activity_log_table.php,tests/Feature/AuditRetentionTest.php,IMPLEMENTED,Write Once Read Many (WORM) + automated purge after 7 years,3.2.0
SRS-HELP-036,D03 §8.6,Audit log export to SIEM every 15 minutes,D11 §10,app/Jobs/ExportAuditLogsJob.php,tests/Feature/Jobs/ExportAuditLogsJobTest.php,IMPLEMENTED,Scheduled job with JSON export to BPM SIEM,3.2.0
SRS-HELP-037,D03 §8.6,Audit log CSV export for superuser,D04 §5.3,app/Filament/Resources/AuditLogResource.php,tests/Feature/Filament/AuditLogResourceTest.php,IMPLEMENTED,Filament export action with filtering,3.2.0
SRS-HELP-038,D03 §8.7,SMTP integration for email notifications,D07 §3,config/mail.php,tests/Feature/EmailIntegrationTest.php,IMPLEMENTED,GOV SMTP with SES fallback,3.2.0
SRS-HELP-039,D03 §8.7,SMS gateway integration for critical notifications (optional),D07 §3,app/Services/SmsGatewayService.php,tests/Feature/SmsGatewayTest.php,IMPLEMENTED,BPM SMS gateway with API token in secrets manager,3.2.0
SRS-HELP-040,D03 §8.7,Webhook integration for external systems (optional),D07 §3,app/Services/WebhookService.php,tests/Feature/WebhookTest.php,IMPLEMENTED,Configurable webhooks controlled by superuser,3.2.0
SRS-HELP-041,D03 §8.8,PDPA 2010 compliance (data retention/encryption/consent),D02 §6,app/Policies/DataPrivacyPolicy.php,tests/Feature/PdpaComplianceTest.php,IMPLEMENTED,7-year retention + encryption + explicit acknowledgement,3.2.0
SRS-HELP-042,D03 §8.8,ISO/IEC 27701 privacy compliance,D02 §6,docs/compliance/iso-27701-checklist.md,tests/Feature/PrivacyComplianceTest.php,IMPLEMENTED,Privacy impact assessment + data mapping,3.2.0
SRS-HELP-043,D03 §8.8,MyGOV Digital Service Standards v2.1.0 compliance,D02 §6,docs/compliance/mygov-dss-checklist.md,tests/Feature/MyGovDssTest.php,IMPLEMENTED,Accessibility + security + performance standards,3.2.0
SRS-HELP-044,D03 §9,PHP 8.2.12 + Laravel 12.40.1 + Livewire 3.7.0 + Filament 4.1.10,D10 §2,composer.json,tests/Feature/TechnologyStackTest.php,IMPLEMENTED,Current technology stack versions,3.2.0
SRS-HELP-045,D03 §9,Vite 7.0.7 + Tailwind CSS 4.1.17 + Alpine.js 3,D13 §2,package.json,tests/Feature/FrontendStackTest.php,IMPLEMENTED,Modern frontend build tools,3.2.0
SRS-HELP-046,D03 §9,Laravel Reverb 1.6.2 WebSocket server for real-time updates,D11 §5,config/reverb.php,tests/Feature/ReverbTest.php,IMPLEMENTED,WebSocket server for live notifications,3.2.0
SRS-HELP-047,D03 §10,PSR-12 code style compliance via Laravel Pint 1.26.0,D10 §4,pint.json,tests/Feature/CodeStyleTest.php,IMPLEMENTED,Automated code formatting in CI/CD,3.2.0
SRS-HELP-048,D03 §10,Static analysis via Larastan 3.8.0 (PHPStan level 9),D10 §4,phpstan.neon,tests/Feature/StaticAnalysisTest.php,IMPLEMENTED,Type safety + error detection,3.2.0
SRS-HELP-049,D03 §10,Unit + feature testing via PHPUnit 11.5.44,D10 §5,phpunit.xml,tests/Feature/HelpdeskModuleTest.php,IMPLEMENTED,Comprehensive test coverage ≥ 80%,3.2.0
SRS-HELP-050,D03 §10,E2E testing via Playwright 1.56.1,D10 §5,tests/e2e/helpdesk.refactored.spec.ts,tests/e2e/helpdesk.refactored.spec.ts,IMPLEMENTED,Cross-browser testing (Chrome/Firefox/Safari),3.2.0
