D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,D11_TECHNICAL_DESIGN_DOCUMENTATION
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,D12_UI_UX_DESIGN_GUIDE
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,D13_UI_UX_FRONTEND_FRAMEWORK
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,D14_UI_UX_STYLE_GUIDE
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,D15_LANGUAGE_MS_EN
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,helpdesk_form_to_model
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,loan_form_to_model
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,accessibility-guidelines
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,core-web-vitals-testing-guide
D03_SOFTWARE_REQUIREMENTS_SPECIFICATION,performance-optimization-report
D04_SOFTWARE_DESIGN_DOCUMENT,D00_SYSTEM_OVERVIEW
D04_SOFTWARE_DESIGN_DOCUMENT,D01_SYSTEM_DEVELOPMENT_PLAN
D04_SOFTWARE_DESIGN_DOCUMENT,D02_BUSINESS_REQUIREMENTS_SPECIFICATION
D04_SOFTWARE_DESIGN_DOCUMENT,D03_SOFTWARE_REQUIREMENTS_SPECIFICATION
D04_SOFTWARE_DESIGN_DOCUMENT,D05_DATA_MIGRATION_PLAN
D04_SOFTWARE_DESIGN_DOCUMENT,D06_DATA_MIGRATION_SPECIFICATION
D04_SOFTWARE_DESIGN_DOCUMENT,D07_SYSTEM_INTEGRATION_PLAN
D04_SOFTWARE_DESIGN_DOCUMENT,D08_SYSTEM_INTEGRATION_SPECIFICATION
D04_SOFTWARE_DESIGN_DOCUMENT,D09_DATABASE_DOCUMENTATION
D04_SOFTWARE_DESIGN_DOCUMENT,D11_TECHNICAL_DESIGN_DOCUMENTATION
D04_SOFTWARE_DESIGN_DOCUMENT,D12_UI_UX_DESIGN_GUIDE
D04_SOFTWARE_DESIGN_DOCUMENT,D13_UI_UX_FRONTEND_FRAMEWORK
D04_SOFTWARE_DESIGN_DOCUMENT,D14_UI_UX_STYLE_GUIDE
D04_SOFTWARE_DESIGN_DOCUMENT,helpdesk_form_to_model
D04_SOFTWARE_DESIGN_DOCUMENT,loan_form_to_model
D05_DATA_MIGRATION_PLAN,D00_SYSTEM_OVERVIEW
D05_DATA_MIGRATION_PLAN,D06_DATA_MIGRATION_SPECIFICATION
D05_DATA_MIGRATION_PLAN,D09_DATABASE_DOCUMENTATION
D05_DATA_MIGRATION_PLAN,GLOSSARY
D06_DATA_MIGRATION_SPECIFICATION,D00_SYSTEM_OVERVIEW
D06_DATA_MIGRATION_SPECIFICATION,D05_DATA_MIGRATION_PLAN
D06_DATA_MIGRATION_SPECIFICATION,D09_DATABASE_DOCUMENTATION
D06_DATA_MIGRATION_SPECIFICATION,GLOSSARY
D07_SYSTEM_INTEGRATION_PLAN,D00_SYSTEM_OVERVIEW
D07_SYSTEM_INTEGRATION_PLAN,D08_SYSTEM_INTEGRATION_SPECIFICATION
D07_SYSTEM_INTEGRATION_PLAN,D11_TECHNICAL_DESIGN_DOCUMENTATION
D07_SYSTEM_INTEGRATION_PLAN,GLOSSARY
D08_SYSTEM_INTEGRATION_SPECIFICATION,D00_SYSTEM_OVERVIEW
D08_SYSTEM_INTEGRATION_SPECIFICATION,D07_SYSTEM_INTEGRATION_PLAN
D08_SYSTEM_INTEGRATION_SPECIFICATION,D11_TECHNICAL_DESIGN_DOCUMENTATION
D08_SYSTEM_INTEGRATION_SPECIFICATION,GLOSSARY
D09_DATABASE_DOCUMENTATION,D00_SYSTEM_OVERVIEW
D09_DATABASE_DOCUMENTATION,D02_BUSINESS_REQUIREMENTS_SPECIFICATION
D09_DATABASE_DOCUMENTATION,D03_SOFTWARE_REQUIREMENTS_SPECIFICATION
D09_DATABASE_DOCUMENTATION,D04_SOFTWARE_DESIGN_DOCUMENT
D09_DATABASE_DOCUMENTATION,D05_DATA_MIGRATION_PLAN
D09_DATABASE_DOCUMENTATION,D06_DATA_MIGRATION_SPECIFICATION
D09_DATABASE_DOCUMENTATION,D07_SYSTEM_INTEGRATION_PLAN
D09_DATABASE_DOCUMENTATION,D08_SYSTEM_INTEGRATION_SPECIFICATION
D09_DATABASE_DOCUMENTATION,D11_TECHNICAL_DESIGN_DOCUMENTATION
D09_DATABASE_DOCUMENTATION,helpdesk_form_to_model
D09_DATABASE_DOCUMENTATION,loan_form_to_model
D09_DATABASE_DOCUMENTATION,accessibility-guidelines
D10_SOURCE_CODE_DOCUMENTATION,D00_SYSTEM_OVERVIEW
D10_SOURCE_CODE_DOCUMENTATION,D01_SYSTEM_DEVELOPMENT_PLAN
D10_SOURCE_CODE_DOCUMENTATION,D04_SOFTWARE_DESIGN_DOCUMENT
D10_SOURCE_CODE_DOCUMENTATION,D11_TECHNICAL_DESIGN_DOCUMENTATION
D10_SOURCE_CODE_DOCUMENTATION,GLOSSARY
D11_TECHNICAL_DESIGN_DOCUMENTATION,D00_SYSTEM_OVERVIEW
D11_TECHNICAL_DESIGN_DOCUMENTATION,D01_SYSTEM_DEVELOPMENT_PLAN
D11_TECHNICAL_DESIGN_DOCUMENTATION,D04_SOFTWARE_DESIGN_DOCUMENT
D11_TECHNICAL_DESIGN_DOCUMENTATION,D07_SYSTEM_INTEGRATION_PLAN
D11_TECHNICAL_DESIGN_DOCUMENTATION,D08_SYSTEM_INTEGRATION_SPECIFICATION
D11_TECHNICAL_DESIGN_DOCUMENTATION,D09_DATABASE_DOCUMENTATION
D11_TECHNICAL_DESIGN_DOCUMENTATION,D10_SOURCE_CODE_DOCUMENTATION
D11_TECHNICAL_DESIGN_DOCUMENTATION,GLOSSARY
D13_UI_UX_FRONTEND_FRAMEWORK,D00_SYSTEM_OVERVIEW
D13_UI_UX_FRONTEND_FRAMEWORK,D12_UI_UX_DESIGN_GUIDE
D13_UI_UX_FRONTEND_FRAMEWORK,D14_UI_UX_STYLE_GUIDE
D13_UI_UX_FRONTEND_FRAMEWORK,GLOSSARY
D14_UI_UX_STYLE_GUIDE,D00_SYSTEM_OVERVIEW
D14_UI_UX_STYLE_GUIDE,D12_UI_UX_DESIGN_GUIDE
D14_UI_UX_STYLE_GUIDE,D13_UI_UX_FRONTEND_FRAMEWORK
D14_UI_UX_STYLE_GUIDE,GLOSSARY
D15_LANGUAGE_MS_EN,D00_SYSTEM_OVERVIEW
D15_LANGUAGE_MS_EN,D03_SOFTWARE_REQUIREMENTS_SPECIFICATION
D15_LANGUAGE_MS_EN,D11_TECHNICAL_DESIGN_DOCUMENTATION
D15_LANGUAGE_MS_EN,D12_UI_UX_DESIGN_GUIDE
D15_LANGUAGE_MS_EN,D13_UI_UX_FRONTEND_FRAMEWORK
D15_LANGUAGE_MS_EN,D14_UI_UX_STYLE_GUIDE
D16_BROADCASTING_SETUP,D00_SYSTEM_OVERVIEW
D16_BROADCASTING_SETUP,D04_SOFTWARE_DESIGN_DOCUMENT
D16_BROADCASTING_SETUP,D09_DATABASE_DOCUMENTATION
D16_BROADCASTING_SETUP,D10_SOURCE_CODE_DOCUMENTATION
D16_BROADCASTING_SETUP,D11_TECHNICAL_DESIGN_DOCUMENTATION
